HHID,NWEIGHT,REGIONC,DIVISION,YEARMADE,NROOMS,NCOMBATH,NHAFBATH,COOLHOME,TYPEHU,STORIES,CARHOME,GARHEAT,GARHETON,HOMEBASE,CELLAR,AREASHUT,AREAOPEN,CONCRETE,BASEHEAT,BLDGBASE,USEBASE,SPACEHOT,CHANGES,SAMEFEET,SAMEHEAT,WORKDONE,CHANGESM,CHANGESY,EXTENTB,COMPUTEB,BASISB,MEASBAH,MEASBAL,MEASBAW,MEASBBH,MEASBBL,MAESBBW,MEASBCH,MEASBCL,MEASBCW,MEASBDH,MEASBDL,MEASBDW,LINEARB,EXTENT1,COMPUTE1,BASIS1,MEAS1AH,MEAS1AL,MEAS1AW,MEAS1BH,MEAS1BL,MEAS1BW,MEAS1CH,MEAS1CL,MEAS1CW,MEAS1DH,MEAS1DL,MEAS1DW,LINEAR1,EXTENT2,COMPUTE2,BASIS2,MEAS2AH,MEAS2AL,MEAS2AW,MEAS2BH,MEAS2BL,MEAS2BW,MEAS2CH,MEAS2CL,MEAS2CW,MEAS2DH,MEAS2DL,MEAS2DW,LINEAR2,EXTENT3,COMPUTE3,BASIS3,MEAS3AH,MEAS3AL,MEAS3AW,MEAS3BH,MEAS3BL,MEAS3BW,MEAS3CH,MEAS3CL,MEAS3CW,MEAS3DH,MEAS3DL,MEAS3DW,LINEAR3,ESTHEAT,ESTUN,ESTHOME,COOLAREA,INSIDE,LINEARFL,HEATED,UNHEATED,HOMEAREA,SCALE,SOURCE
1011,22704,3,5,11,04,1,0,95,3,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,32,25,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,800,0,800,999,0
1012,6323,4,9,06,03,1,0,99,3,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,24,24,1,4,12,2,4,4,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,1,624,16,640,999,0
1013,18294,4,9,03,04,1,0,03,2,1,0,9,9,3,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,9,00,0,683,0,683,999,4
1014,8376,3,7,01,11,1,1,95,2,1,0,9,9,3,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,2,10,10,2,20,8,1,80,25,2,80,7,4,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,1,2000,820,2820,999,0
1015,18411,2,3,04,07,1,1,95,2,2,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,5,1,1,50,30,9,99,99,9,99,99,9,99,99,1,1,5,1,1,50,30,9,99,99,9,99,99,9,99,99,1,1,5,1,1,50,30,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,05,3,4500,0,4500,999,2
1016,13566,1,2,01,06,1,0,99,2,2,0,9,9,1,9,9,9,9,0,9,9,9,0,9,9,99,99,99,1,2,1,2,36,17,2,14,14,9,99,99,9,99,99,2,1,2,1,1,36,17,1,14,14,9,99,99,9,99,99,2,1,2,1,1,36,17,1,14,14,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,3,1616,808,2424,999,0
1017,9823,3,5,03,04,1,0,95,3,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,60,13,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,841,0,841,78,1
1018,13721,4,9,03,05,1,0,99,2,4,1,8,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,8,1,1,43,17,9,99,99,9,99,99,9,99,99,1,1,8,1,1,41,13,9,99,99,9,99,99,9,99,99,1,1,8,1,1,43,13,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,03,3,1823,0,1823,999,2
1019,15287,3,5,07,07,1,1,02,2,4,0,9,9,1,9,9,9,9,2,9,9,9,0,9,9,99,99,99,1,2,1,2,20,20,1,20,20,9,99,99,9,99,99,2,1,2,1,2,2,6,1,6,18,1,34,20,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,2,1188,412,1600,999,0
1020,21145,2,3,03,05,1,0,95,2,1,0,9,9,4,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,36,24,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,930,0,930,77,1
1021,17288,3,5,04,05,1,0,99,2,1,1,0,9,1,9,9,9,9,2,9,9,9,0,9,9,99,99,99,1,5,1,1,22,26,2,22,26,9,99,99,9,99,99,2,1,5,1,1,44,26,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,05,2,1716,572,2288,999,2
1022,42086,3,5,04,05,2,0,95,2,1,1,0,9,4,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,1800,9,04,0,1352,797,2149,999,3
1023,6880,1,2,04,05,1,0,99,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,21,24,9,99,99,9,99,99,9,99,99,1,1,1,1,1,21,24,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,2,1104,0,1104,95,1
1024,17728,3,7,03,05,1,0,99,2,1,1,0,9,4,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,25,36,1,4,16,1,1,4,2,10,24,4,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,1,968,240,1208,999,0
1025,22798,3,5,07,05,1,0,04,1,9,9,9,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,60,12,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,720,0,720,999,0
1026,3958,4,8,06,05,1,0,99,2,1,0,9,9,4,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,40,25,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,1000,0,1000,999,0
1027,22306,1,2,06,08,2,1,95,2,2,1,0,9,1,9,9,9,9,2,9,9,9,0,9,9,99,99,99,1,1,1,1,28,36,2,25,36,9,99,99,9,99,99,2,1,1,1,1,13,76,1,55,23,2,21,23,9,99,99,3,1,1,1,1,53,36,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,01,3,5784,1547,7331,119,1
1028,19020,2,3,01,06,1,1,99,2,2,0,9,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,44,31,9,99,99,9,99,99,9,99,99,1,2,1,1,2,30,13,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,03,2,1364,390,1754,999,2
1029,4322,4,8,06,04,1,0,02,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,23,28,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,696,0,696,81,1
1030,7063,1,1,05,05,1,1,99,1,9,9,9,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,8,1,1,12,70,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,98,1,840,0,840,999,2
1031,18428,3,7,03,03,2,0,99,2,1,0,9,9,3,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,2,14,24,1,36,30,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,1,1080,336,1416,999,0
1032,21545,2,3,04,05,1,0,02,2,1,8,9,9,4,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,48,13,1,24,13,2,24,13,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,1,936,312,1248,999,0
1033,22549,3,5,03,03,1,0,02,3,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,8,19,1,24,21,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,656,0,656,999,0
1034,6237,4,9,01,06,1,0,99,2,1,0,9,9,3,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,40,12,1,35,10,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,830,0,830,999,0
1035,19035,2,3,04,05,1,0,04,2,1,1,0,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,1,1,1,40,25,9,99,99,9,99,99,9,99,99,1,1,1,1,1,40,25,2,14,21,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,01,2,2178,320,2498,89,1
1036,8803,2,4,05,04,1,0,95,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,28,26,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,786,0,786,80,1
1037,18280,3,5,06,02,1,0,95,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,24,23,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,598,0,598,83,1
1038,16136,1,2,01,08,2,0,03,3,9,9,9,9,9,9,9,9,9,9,1,1,0,0,9,9,99,99,99,1,2,1,2,32,26,9,99,99,9,99,99,9,99,99,1,1,2,1,8,32,26,9,99,99,9,99,99,9,99,99,1,1,2,1,8,32,26,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,8,02,3,1664,832,2496,999,3
1039,13394,4,9,05,09,2,1,99,2,1,1,0,9,3,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,60,40,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,2051,349,2400,999,0
1040,10554,4,9,03,07,2,0,99,2,1,0,9,9,4,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,2,1,15,48,1,13,29,1,91,5,2,9,13,4,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,1,1552,117,1669,999,0
1041,16602,3,5,04,06,2,0,95,2,1,0,9,9,4,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,4,1,1,50,30,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,04,1,1500,0,1500,999,2
1042,15381,2,3,03,05,1,1,02,2,1,0,9,9,1,9,9,9,9,2,9,9,9,0,9,9,99,99,99,1,2,1,8,18,40,8,6,24,9,99,99,9,99,99,2,1,2,1,2,47,8,1,18,40,1,6,24,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,8,02,2,1410,694,2104,999,6
1043,8844,4,8,01,06,1,0,99,2,1,0,9,9,5,1,1,0,0,1,9,9,9,0,9,9,99,99,99,2,5,1,1,8,10,9,99,99,9,99,99,9,99,99,1,1,2,2,1,6,14,1,42,21,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,21,2,1046,0,1046,999,2
1044,9014,2,3,01,02,1,0,99,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,11,25,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,300,0,300,90,1
1045,6055,2,4,01,09,1,0,99,2,2,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,2,1,1,44,50,9,99,99,9,99,99,9,99,99,1,1,2,1,1,44,50,9,99,99,9,99,99,9,99,99,1,1,2,1,1,44,50,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,3,6600,0,6600,999,0
1046,8767,4,8,09,12,3,1,95,2,1,1,0,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,2970,9,04,0,2425,894,3319,999,3
1047,16869,1,2,04,08,2,1,07,2,4,1,0,9,5,1,0,0,1,1,9,9,9,1,3,1,95,08,85,1,1,1,1,27,20,9,99,99,9,99,99,9,99,99,1,1,1,1,1,25,24,2,20,20,9,99,99,9,99,99,2,1,1,1,1,27,20,9,99,99,9,99,99,9,99,99,1,1,1,1,1,27,20,9,99,99,9,99,99,9,99,99,1,99999,99999,9999,1,01,4,2462,444,2906,109,1
1048,9632,3,6,06,06,1,1,95,2,1,0,9,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,50,28,1,23,2,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,1446,0,1446,999,0
1049,15743,2,4,01,06,1,0,99,2,1,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,1,1,1,36,26,9,99,99,9,99,99,9,99,99,1,1,1,1,1,36,26,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,2,2051,0,2051,95,1
1050,14804,1,2,01,05,1,0,04,2,2,1,0,9,1,9,9,9,9,0,9,9,9,0,9,9,99,99,99,1,1,2,2,29,16,9,99,99,9,99,99,9,99,99,1,1,1,1,1,29,16,9,99,99,9,99,99,9,99,99,1,1,1,1,1,31,16,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,01,3,1088,526,1614,134,1
1051,19649,3,5,02,05,1,0,02,2,1,0,9,9,4,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,48,22,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,1056,0,1056,999,0
1052,4573,1,1,04,06,1,2,99,2,2,1,0,9,1,9,9,9,9,2,9,9,9,0,9,9,99,99,99,1,1,1,1,24,26,2,22,26,2,4,12,1,4,14,4,1,1,1,1,50,26,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,01,2,2169,679,2848,95,1
1053,20581,4,9,03,06,2,0,99,2,1,0,9,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,25,25,1,14,34,1,17,29,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,1594,0,1594,999,0
1054,18428,3,7,02,05,1,0,95,2,1,0,9,9,3,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,40,27,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,1080,0,1080,999,0
1055,4826,2,4,01,12,2,1,95,2,2,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,1,1,1,28,32,9,99,99,9,99,99,9,99,99,1,1,1,1,1,28,32,9,99,99,9,99,99,9,99,99,1,1,1,1,1,28,32,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,3,2997,0,2997,115,1
1056,15743,2,4,01,04,1,0,99,2,1,0,9,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,5,1,1,24,30,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,05,1,720,0,720,999,2
1057,19084,4,8,11,06,3,0,99,2,1,1,0,9,5,1,1,0,0,2,9,9,9,0,9,9,99,99,99,1,1,1,1,12,30,1,11,8,2,8,19,9,99,99,3,1,1,1,1,28,39,2,24,24,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,01,2,1693,801,2494,100,1
1058,6197,4,8,02,04,1,0,99,3,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,29,26,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,814,0,814,79,1
1059,11803,4,9,07,05,2,0,95,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,1200,9,04,0,1125,75,1200,999,3
1060,13503,1,2,04,02,1,0,99,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,23,16,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,400,0,400,87,1
1061,7301,1,2,01,04,1,0,99,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,37,24,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,956,0,956,76,1
1062,8600,2,4,01,08,2,0,95,2,1,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,8,1,1,44,26,9,99,99,9,99,99,9,99,99,1,1,8,1,1,44,19,1,36,7,2,8,7,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,03,2,2232,56,2288,999,2
1063,28392,1,2,03,02,1,0,95,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,9,00,0,350,0,350,999,4
1064,14088,2,4,07,05,1,0,99,2,1,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,2,1,1,28,32,9,99,99,9,99,99,9,99,99,1,1,2,1,1,28,32,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,2,1792,0,1792,999,0
1065,10554,3,5,01,04,1,0,95,2,1,0,9,9,0,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,30,26,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,780,0,780,999,0
1066,5246,1,1,01,08,1,0,99,2,2,0,9,9,5,1,1,0,0,1,9,9,9,0,9,9,99,99,99,2,1,1,1,20,14,9,99,99,9,99,99,9,99,99,1,1,1,1,1,39,21,9,99,99,9,99,99,9,99,99,1,1,1,1,1,30,21,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,3,1898,0,1898,97,1
1067,22000,3,5,08,07,2,1,95,2,1,1,0,9,4,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,2,1,15,42,1,12,6,2,18,21,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,1,702,378,1080,999,0
1068,13703,4,9,03,07,2,1,01,2,2,1,0,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,2,19,24,1,40,24,1,19,20,1,5,22,4,1,2,1,1,57,24,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,2,2818,456,3274,999,0
1069,16370,2,3,02,06,1,1,04,2,2,1,0,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,2,1,1,26,24,9,99,99,9,99,99,9,99,99,1,1,2,1,1,26,24,2,18,21,9,99,99,9,99,99,2,1,2,1,1,24,20,1,16,17,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,3,2000,378,2378,999,0
1070,9014,2,3,01,02,1,0,99,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,11,10,1,14,16,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,363,0,363,88,1
1071,5529,3,6,04,05,1,0,02,3,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,8,1,1,37,28,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,98,1,1036,0,1036,999,2
